pair_id,design1_id,design2_id,design1_name,design2_name,design1_image_url,design2_image_url,image_similarity,text_similarity,total_similarity,label
11,3020000006440-09-01,3020000011007-09-01,화장품 용기,화장품 용기,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b0187836737e94fb39d0891ba1d3de6d9279859d3df70fc181dafc5d8a190b1e4a,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b070abdd713d0b290aa6f312245d3a82ee6abff9afa2ecfcfd3436a0f6600d80e7,0.8909095525741577,0.9643720984458923,0.9129483103752136,0
12,3020000029794-09-01,3020000007584-09-01,회전식 지압기가 부설된 약병,화장품 용기,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b011f68ef22f394dd2b168e780477751b51e99ed8a78b3e519bc33b0bc8e8be6b1,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b0fdcd45318d7ff23cbe8f9d6b58b35c17b9be175719b4f014ab582c8f1fa7b2c1,0.6959394216537476,0.7537921071052551,0.7132952213287354,0
13,3020000017002-09-01,3020000031698-09-01,포장용 용기,화장품용기,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b0d8ee6709638b6fa151acb057bf4b283f9c05647f46a69bf4de799c7490a7edd6,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b089d7a621b89857a2fe66ea06c9f515a9995802f2cd000e19cd3183b52b1f1dce,0.7711755037307739,0.8058092594146729,0.7815656065940857,0
14,3020000009396-09-01,3020000029918-09-01,화장품 용기,화장품 용기,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b073590199e4f1dc1639c043446a843f3470496d74c2a4c07bf5805f1e59ba8261,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b011f68ef22f394dd2f0b8046f71cf13a118ade17c41ebb3b70896a1387a685681,0.7181418538093567,0.9003866910934448,0.7728153467178345,0
15,3020000021422-09-01,3020000002082-09-01,화장품 용기,화장품 용기,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b006449c7f1c85a4a7e93b067df666c42493cd6ac1ba8fe92e5083e4685d5b2308,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b0680d52483fc7b07d3621f255e5f93b215d3d108e5dd08d7c539f7e7c3b96ac85,0.7143321633338928,0.9436002969741821,0.7831125855445862,0
16,3020000015289-09-01,3020000031694-09-01,화장품 용기,화장품 용기,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b07ba686bc001e12b75d136b4df6d33bb584d7d79f71a4cb7c0a0e13742fe3a5c8,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b089d7a621b89857a2fe66ea06c9f515a9803d07ec72b7995995e8bdfb634daeaa,0.7464028000831604,0.9277535080909729,0.8008080720901489,0
17,3020000009604-09-01,3020000013862-09-01,포장용용기,포장용 용기,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b073590199e4f1dc16c4994de40142535603458437661fcfdb5213a34bcb1b5e32,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b0bdcfae06342df685f8cbf1fb50c4736d33893aee3cc4dc17e9b050e4f8517756,0.807990312576294,0.8112155199050903,0.8089578151702881,0
18,3020000028631-09-01,3020000008854-09-01,술병,화장품 용기,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b0227542a1f24a7361586c928bcd47470382d4c3ca3458762622224ccc053f6fa9,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b06226a1b53136408c77446a31574122b0743535ab5bada7b3406527a2f81c5ee1,0.6948972344398499,0.7626597285270691,0.7152259945869446,0
19,3020000031692-09-01,3020000000039-09-01,포장용 용기,포장용 병,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b089d7a621b89857a2fe66ea06c9f515a9b20945a4ed5906a49e28885c552e49dd,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b0cc72ed919b342300e663df0ee35bc8c6f313984ff39eaf8eb95017e992eca45e,0.6980932950973511,0.7650816440582275,0.7181898355484009,0
20,3020000023254-09-01,3020000033000-09-01,식품용용기,술병,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b09b1f6789fb975124ddde99bf437cdce816e7c8bd8b35058fcda2e7afa7d1987b,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b0f32787804da8b7ad0a83331d496f7b1207a70e4bb04e658918ae1f255a584672,0.8866541385650635,0.7288311719894409,0.8393071889877319,0
21,3020000018612-09-01,3020000031247-09-01,향수용기,화장품용기,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b0deac54f8925f4c7d00e4ea50e2d4fa2dc07fda179831c63e2615b52b8d7e1899,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b089d7a621b89857a2cf83cf6c7d54a290c5c6ea32d42da4797a2399c194133438,0.7484098076820374,0.8322782516479492,0.7735703587532043,0
22,3020000015289-09-01,3020000027388-09-01,화장품 용기,포장용 용기,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b07ba686bc001e12b75d136b4df6d33bb55954ea2c837713284ba2acb2d5f318db,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b01b6467bd697fe99cc883ae80263b6d6f03450d55259062fb99f5c4920627a678,0.7591403722763062,0.7986701726913452,0.7709993124008179,0
23,3020000022802-09-01,3020000018766-09-01,화장품 용기,음료병,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b02e6ec20e9488ca6644c75fa6ac71ce2ddfb25e1d5721ab156125110fe66b8538,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b0deac54f8925f4c7dff73e655a395ca11482114226fa58288637ddbd0b0c17e7f,0.8855469226837158,0.6307516098022461,0.809108316898346,0
24,3020000016430-09-01,3020000028283-09-01,포장용기,포장용 용기,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b0edd65ac4880d0f0c232cb6b80bc0e8a33808bf7b0bacd52fcd7d0dedfb92ca2e,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b0227542a1f24a7361c5f2b82111502f215f83c11efd778e7b664fad108fe3a6fe,0.6368057727813721,0.8148382306098938,0.690215528011322,0
25,3020000021814-09-01,3020000003008-09-01,화장품 용기,포장용 용기,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b006449c7f1c85a4a7187d3aa3a76c31b34df56d1f9862991dee9377175271e81c,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b00b66daf06c8a830629ab74559564aad1045d3af6b0bf2d75d3214e0eaa0522f9,0.7517774701118469,0.8242815136909485,0.7735286951065063,0
26,3020000013900-09-01,3020000027112-09-01,포장용 용기,향수 용기,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b0bdcfae06342df6850de8b49972379f7ecc0784a9556e8c62e9ecf46917731595,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b01b6467bd697fe99c013e9190553069fb58aea5169a494bd3d14be1c853ab8e71,0.8408406972885132,0.7973632216453552,0.8277974724769592,0
27,3020000008383-09-01,3020000011905-09-01,화장품 용기,포장용 용기,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b06226a1b53136408c5412bc4c3b3d3f2df08cd7d4df154938db852a37eede5581,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b070abdd713d0b290a0b1bd5557f830a49d15bb8fcee375a0e068cd574902f5063,0.6470539569854736,0.7480319738388062,0.6773473620414734,0
28,3020000015190-09-01,3020000029520-09-01,음료용기,화장품용기,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b07ba686bc001e12b7246632b98d0401193c3717f00aa558089af6208694d09a43,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b011f68ef22f394dd2174e1bc993429f5e33af49a418a5c6f559be57fe723fb410,0.6588226556777954,0.5800433158874512,0.63518887758255,0
29,3020000015506-09-01,3020000024348-09-01,화장품 용기,개인용 세제 용기,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b07ba686bc001e12b758e859cb1aaaedada4700c39c98bcc98cf8860428d4f03d6,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b005b3db6b458aa73bb6f93c107a5863dda9dd3ddeee8bc036ce45545ac3e94bad,0.7740427255630493,0.8091517686843872,0.7845754027366638,0
30,3020000007016-09-01,3020000014023-09-01,화장품 용기,포장용 병,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b0fdcd45318d7ff23c36f1af0f6d6ef803f906a7022218d5ff6d3662ddbf7c95bf,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b0606f4df1f99f40815878d165002789aa5526a362d86a8dbdb872edd375da15c7,0.8962652087211609,0.7892740368843079,0.8641678094863892,0
31,3020000021422-09-01,3020000015457-09-01,화장품 용기,포장용 병,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b006449c7f1c85a4a7e93b067df666c42493cd6ac1ba8fe92e874cfab800c315de,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b07ba686bc001e12b739fc00a00738800f11b276c8c1ad430b696a0669e4aec52c,0.6565632224082947,0.7917260527610779,0.6971120834350586,0
32,3020000004361-09-01,3020000021180-09-01,식음료용 병,포장용 용기,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b03069a7817908f14f862ab5db3dff0eb9326ff5b66dd75e8cca5322399a14f11e,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b006449c7f1c85a4a78954e4e205fc4f34961fdad5abcd6745d74d1de59756538b,0.7667516469955444,0.7898127436637878,0.773669958114624,0
33,3020000012111-09-01,3020000000778-09-01,드링크 병,포장용 용기,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b08964a6c84ce8cbe1c4d769ac6125c6604cb8fb2387c071ba529d49a7cfb1e199,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b0cc72ed919b3423003267d3a705c3e4d98f27ea2c522497cef8b1bc14c7fd1269,0.9009531736373901,0.6495135426521301,0.8255212903022766,0
34,3020000002476-09-01,3020000021877-09-01,화장품 용기,포장용 병,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b0680d52483fc7b07df16a5d956a617ab8f7c6e699c1ad01fc4244bdc2ea450d80,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b006449c7f1c85a4a70414a8256ca494f5043ecd5ebd0c3ee4333fe1412f94bbf5,0.8484960794448853,0.7489198446273804,0.8186231851577759,0
35,3020000007536-09-01,3020000003525-09-01,포장용 술병,화장품 용기,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b0fdcd45318d7ff23c0d045c2fa1109ccbbf7bb6109df7d57325b64cb8b6cf4ab8,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b00b66daf06c8a830641a31f57f6fcc65b9864b6b9cf547170d655e17e2f1d68bc,0.6720173358917236,0.8228132724761963,0.7172561287879944,0
36,3020000022833-09-01,3020000021438-09-01,화장품 용기,포장용용기,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b02e6ec20e9488ca66130eded9a6166686f02a4eb76ba91ba4a888248a714abcde,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b006449c7f1c85a4a77af12798cb61bd12e9ee25a7f9a1aa6f0bfaafad5d3ac288,0.8030477166175842,0.7428776025772095,0.7849966287612915,0
37,3020000027513-09-01,3020000029019-09-01,샴푸 용기,화장품 용기,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b01b6467bd697fe99c5b52ca7a735e0f06789d15109049a90d49e104db03a0bd08,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b011f68ef22f394dd2390c13707ca28de788875746926698e55ac59c029f5f63b9,0.7062441110610962,0.805274248123169,0.735953152179718,0
38,3020000029020-09-01,3020000006442-09-01,화장품 용기,화장품용기,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b011f68ef22f394dd23d3e52e393d986e319bf88371b57d9b8254a3ce97a580fda,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b0187836737e94fb39d0891ba1d3de6d92b749723166fb510a788197265e09e649,0.7738859057426453,0.9756152033805847,0.834404706954956,0
39,3020000015285-09-01,3020000025393-09-01,화장품 용기,향수 용기,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b07ba686bc001e12b75d136b4df6d33bb5ac403f7f7879e01129b1f0acc868d7e1,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b07a28099d0ef98e17b4fee342a5c9b755696247e88ba73474055f2d37b469ed88,0.7384814023971558,0.797709584236145,0.7562498450279236,0
40,3020000016022-09-01,3020000004095-09-01,향수병,화장품용기,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b0edd65ac4880d0f0c6eddf7c16beaabf046cfce850eacb0aaac6cb8a9be1ec03c,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b03069a7817908f14f4572c71c40a02c1b29a3e9914aba67c680bc8f5c81244470,0.7978232502937317,0.8075486421585083,0.8007408380508423,0
41,3020000027112-09-01,3020000022036-09-01,향수 용기,순간접착제용 용기,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b01b6467bd697fe99c013e9190553069fb58aea5169a494bd333516c8cb0d1baba,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b02e6ec20e9488ca665918ec678ad60b7f45ee3a721ada425d11c94a2440172f60,0.8882213234901428,0.740635335445404,0.8439455628395081,0
42,3020000020789-09-01,3020000006440-09-01,포장용 용기,화장품 용기,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b0bea0399dd2b7a3e5217ce7d5ae936bbd6329e9ab186760dadb20824768b8529c,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b0187836737e94fb39d0891ba1d3de6d9214a91301abb9ab3230591a0d5c02d8b7,0.9643291234970093,0.7731824517250061,0.9069851040840149,0
43,3020000013720-09-01,3020000011312-09-01,포장용 가스용기,술병,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b0bdcfae06342df685cc71edacb97aad161b31984e8f194ecb79f2ace85f628e6f,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b070abdd713d0b290a5ffe1b8eef7e114d8d90f591f2f6baf87d561f76805cee5d,0.6979943513870239,0.7437418103218079,0.7117186188697815,0
44,3020000028255-09-01,3020000019784-09-01,화장품 용기,식품포장용기,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b0227542a1f24a736184b9181791c18e4f2d2c91fc50ed9a70dd859655e10b547b,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b0f63a2eefd11079d0981ed2fff931e701fbc7d790be4e3032311a79497300098e,0.8250017166137695,0.8052875995635986,0.8190874457359314,0
45,3020000019784-09-01,3020000025393-09-01,식품포장용기,향수 용기,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b0f63a2eefd11079d0981ed2fff931e701fbc7d790be4e303217c399208010fb48,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b07a28099d0ef98e17b4fee342a5c9b755696247e88ba73474055f2d37b469ed88,0.8230323791503906,0.8313554525375366,0.8255292773246765,0
46,3020000020844-09-01,3020000033580-09-01,화장품 용기,화장품 용기,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b0bea0399dd2b7a3e54982b213b7706e58bb0a4596104785cdb69d96e02441a36a,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b0f32787804da8b7ad0513baa27761822424c67937ca6f7b5b87b05138a06643fc,0.6955875158309937,0.9063607454299927,0.7588194608688354,0
47,3020000021814-09-01,3020000029878-09-01,화장품 용기,화장품용기,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b006449c7f1c85a4a7187d3aa3a76c31b34df56d1f9862991d296ac28e6e6dfcd2,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b011f68ef22f394dd26a964075748e6c18658a49f80968cb3eb46338dec167cf9d,0.6931605935096741,0.9156827926635742,0.7599172592163086,0
48,3020000021180-09-01,3020000011906-09-01,포장용 용기,포장용 용기,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b006449c7f1c85a4a78954e4e205fc4f34805d3bebd519101e1da2e0e70c3ed3c5,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b070abdd713d0b290a0b1bd5557f830a499fe53da63e378f7c4e606fe7aa707409,0.8477228283882141,0.8700464963912964,0.8544199466705322,0
49,3020000024557-09-01,3020000031089-09-01,화장품 용기,포장용기,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b005b3db6b458aa73b5f84b5e88bb806fd701ec43f9850a0779a0524e0291afb30,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b089d7a621b89857a2a6e995ef25b4de53c3b0a0f3559ebf12ed9b8a6ef9226be7,0.793615460395813,0.8900585174560547,0.8225483894348145,0
50,3020000025530-09-01,3020000021438-09-01,화장품 용기,포장용용기,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b07a28099d0ef98e178c9f3750ac8a36e095e833a158b4e51a6a60993646329a4f,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b006449c7f1c85a4a77af12798cb61bd12e9ee25a7f9a1aa6f5c1f1aafff4ee605,0.7796341180801392,0.8010048866271973,0.7860453724861145,0
